publication_year,history_start_year,history_end_year,top_author_percentage,number_of_eligible_authors,nominal_number_of_top_authors,number_of_top_authors_including_ties,publication_count_cutoff,total_unique_papers,unique_papers_with_top_author,share_of_papers_with_top_author
1962,1942,1961,10,183,19,25,2,18,2,0.111111
1963,1943,1962,1,200,2,3,4,16,1,0.0625
1963,1943,1962,5,200,10,14,3,16,1,0.0625
1963,1943,1962,10,200,20,29,2,16,1,0.0625
1964,1944,1963,1,223,3,3,4,22,0,0.0
1964,1944,1963,5,223,12,14,3,22,1,0.045455
1964,1944,1963,10,223,23,31,2,22,1,0.045455
1965,1945,1964,1,243,3,4,4,19,1,0.052632
1965,1945,1964,5,243,13,14,3,19,1,0.052632
1965,1945,1964,10,243,25,35,2,19,2,0.105263
1966,1946,1965,1,256,3,4,4,16,1,0.0625
1966,1946,1965,5,256,13,15,3,16,1,0.0625
1966,1946,1965,10,256,26,40,2,16,1,0.0625
1967,1947,1966,1,276,3,4,4,16,0,0.0
1967,1947,1966,5,276,14,15,3,16,3,0.1875
1967,1947,1966,10,276,28,41,2,16,3,0.1875
1968,1948,1967,1,290,3,7,4,18,1,0.055556
1968,1948,1967,5,290,15,15,3,18,1,0.055556
1968,1948,1967,10,290,29,43,2,18,2,0.111111
1969,1949,1968,1,309,4,7,4,10,0,0.0
1969,1949,1968,5,309,16,16,3,10,0,0.0
1969,1949,1968,10,309,31,44,2,10,0,0.0
1970,1950,1969,1,318,4,7,4,21,1,0.047619
1970,1950,1969,5,318,16,16,3,21,1,0.047619
1970,1950,1969,10,318,32,45,2,21,2,0.095238
1971,1951,1970,1,327,4,6,4,19,0,0.0
1971,1951,1970,5,327,17,40,2,19,0,0.0
1971,1951,1970,10,327,33,40,2,19,0,0.0
1972,1952,1971,1,337,4,5,4,25,0,0.0
1972,1952,1971,5,337,17,39,2,25,0,0.0
1972,1952,1971,10,337,34,39,2,25,0,0.0
1973,1953,1972,1,353,4,14,3,41,0,0.0
1973,1953,1972,5,353,18,41,2,41,3,0.073171
1973,1953,1972,10,353,36,41,2,41,3,0.073171
1974,1954,1973,1,376,4,4,4,36,0,0.0
1974,1954,1973,5,376,19,49,2,36,5,0.138889
1974,1954,1973,10,376,38,49,2,36,5,0.138889
1975,1955,1974,1,404,5,5,4,23,0,0.0
1975,1955,1974,5,404,21,55,2,23,2,0.086957
1975,1955,1974,10,404,41,55,2,23,2,0.086957
1976,1956,1975,1,425,5,5,4,41,4,0.097561
1976,1956,1975,5,425,22,52,2,41,13,0.317073
1976,1956,1975,10,425,43,52,2,41,13,0.317073
1977,1957,1976,1,441,5,11,4,18,4,0.222222
1977,1957,1976,5,441,23,60,2,18,4,0.222222
1977,1957,1976,10,441,45,60,2,18,4,0.222222
1978,1958,1977,1,432,5,7,5,27,1,0.037037
1978,1958,1977,5,432,22,63,2,27,6,0.222222
1978,1958,1977,10,432,44,63,2,27,6,0.222222
1979,1959,1978,1,454,5,6,5,43,1,0.023256
1979,1959,1978,5,454,23,63,2,43,9,0.209302
1979,1959,1978,10,454,46,63,2,43,9,0.209302
1980,1960,1979,1,475,5,9,5,37,1,0.027027
1980,1960,1979,5,475,24,74,2,37,7,0.189189
1980,1960,1979,10,475,48,74,2,37,7,0.189189
1981,1961,1980,1,495,5,10,5,27,2,0.074074
1981,1961,1980,5,495,25,28,3,27,4,0.148148
1981,1961,1980,10,495,50,83,2,27,7,0.259259
1982,1962,1981,1,507,6,6,6,33,0,0.0
1982,1962,1981,5,507,26,30,3,33,3,0.090909
1982,1962,1981,10,507,51,90,2,33,8,0.242424
1983,1963,1982,1,526,6,7,6,33,1,0.030303
1983,1963,1982,5,526,27,34,3,33,4,0.121212
1983,1963,1982,10,526,53,95,2,33,7,0.212121
1984,1964,1983,1,530,6,8,6,39,3,0.076923
1984,1964,1983,5,530,27,40,3,39,7,0.179487
1984,1964,1983,10,530,53,105,2,39,11,0.282051
1985,1965,1984,1,541,6,8,6,34,2,0.058824
1985,1965,1984,5,541,28,45,3,34,6,0.176471
1985,1965,1984,10,541,55,112,2,34,11,0.323529
1986,1966,1985,1,553,6,8,6,34,2,0.058824
1986,1966,1985,5,553,28,47,3,34,5,0.147059
1986,1966,1985,10,553,56,115,2,34,10,0.294118
1987,1967,1986,1,562,6,8,6,27,1,0.037037
1987,1967,1986,5,562,29,53,3,27,5,0.185185
1987,1967,1986,10,562,57,124,2,27,8,0.296296
1988,1968,1987,1,573,6,9,6,34,1,0.029412
1988,1968,1987,5,573,29,56,3,34,7,0.205882
1988,1968,1987,10,573,58,129,2,34,11,0.323529
1989,1969,1988,1,582,6,9,6,26,2,0.076923
1989,1969,1988,5,582,30,31,4,26,5,0.192308
1989,1969,1988,10,582,59,60,3,26,9,0.346154
1990,1970,1989,1,600,6,6,7,40,2,0.05
1990,1970,1989,5,600,30,33,4,40,10,0.25
1990,1970,1989,10,600,60,62,3,40,13,0.325
1991,1971,1990,1,629,7,8,7,34,2,0.058824
1991,1971,1990,5,629,32,36,4,34,3,0.088235
1991,1971,1990,10,629,63,63,3,34,5,0.147059
1992,1972,1991,1,636,7,8,7,36,2,0.055556
1992,1972,1991,5,636,32,38,4,36,7,0.194444
1992,1972,1991,10,636,64,70,3,36,8,0.222222
1993,1973,1992,1,643,7,7,8,21,0,0.0
1993,1973,1992,5,643,33,40,4,21,4,0.190476
1993,1973,1992,10,643,65,70,3,21,5,0.238095
1994,1974,1993,1,640,7,10,7,27,3,0.111111
1994,1974,1993,5,640,32,38,4,27,7,0.259259
1994,1974,1993,10,640,64,67,3,27,9,0.333333
1995,1975,1994,1,634,7,9,7,20,3,0.15
1995,1975,1994,5,634,32,37,4,20,4,0.2
1995,1975,1994,10,634,64,74,3,20,6,0.3
1996,1976,1995,1,629,7,8,7,34,3,0.088235
1996,1976,1995,5,629,32,38,4,34,7,0.205882
1996,1976,1995,10,629,63,72,3,34,8,0.235294
1997,1977,1996,1,638,7,8,7,26,1,0.038462
1997,1977,1996,5,638,32,38,4,26,3,0.115385
1997,1977,1996,10,638,64,71,3,26,5,0.192308
1998,1978,1997,1,656,7,7,7,31,0,0.0
1998,1978,1997,5,656,33,39,4,31,4,0.129032
1998,1978,1997,10,656,66,71,3,31,7,0.225806
1999,1979,1998,1,662,7,7,8,85,4,0.047059
1999,1979,1998,5,662,34,42,4,85,11,0.129412
1999,1979,1998,10,662,67,70,3,85,15,0.176471
2000,1980,1999,1,744,8,8,8,73,3,0.041096
2000,1980,1999,5,744,38,41,4,73,11,0.150685
2000,1980,1999,10,744,75,75,3,73,13,0.178082
2001,1981,2000,1,805,9,11,7,69,8,0.115942
2001,1981,2000,5,805,41,42,4,69,9,0.130435
2001,1981,2000,10,805,81,82,3,69,13,0.188406
2002,1982,2001,1,861,9,9,8,64,5,0.078125
2002,1982,2001,5,861,44,45,4,64,6,0.09375
2002,1982,2001,10,861,87,208,2,64,15,0.234375
2003,1983,2002,1,906,10,10,8,61,0,0.0
2003,1983,2002,5,906,46,90,3,61,8,0.131148
2003,1983,2002,10,906,91,221,2,61,17,0.278689
2004,1984,2003,1,946,10,10,8,65,2,0.030769
2004,1984,2003,5,946,48,95,3,65,14,0.215385
2004,1984,2003,10,946,95,95,3,65,14,0.215385
2005,1985,2004,1,998,10,11,7,64,4,0.0625
2005,1985,2004,5,998,50,99,3,64,15,0.234375
2005,1985,2004,10,998,100,256,2,64,26,0.40625
2006,1986,2005,1,1044,11,14,7,77,5,0.064935
2006,1986,2005,5,1044,53,108,3,77,15,0.194805
2006,1986,2005,10,1044,105,108,3,77,15,0.194805
2007,1987,2006,1,1104,12,17,7,58,7,0.12069
2007,1987,2006,5,1104,56,116,3,58,13,0.224138
2007,1987,2006,10,1104,111,116,3,58,13,0.224138
2008,1988,2007,1,1150,12,12,8,78,6,0.076923
2008,1988,2007,5,1150,58,112,3,78,21,0.269231
2008,1988,2007,10,1150,115,304,2,78,33,0.423077
2009,1989,2008,1,1203,13,18,7,83,6,0.072289
2009,1989,2008,5,1203,61,63,4,83,14,0.168675
2009,1989,2008,10,1203,121,127,3,83,23,0.277108
2010,1990,2009,1,1276,13,14,8,69,2,0.028986
2010,1990,2009,5,1276,64,73,4,69,7,0.101449
2010,1990,2009,10,1276,128,143,3,69,11,0.15942
2011,1991,2010,1,1330,14,14,8,106,8,0.075472
2011,1991,2010,5,1330,67,77,4,106,23,0.216981
2011,1991,2010,10,1330,133,153,3,106,31,0.292453
2012,1992,2011,1,1431,15,16,8,90,4,0.044444
2012,1992,2011,5,1431,72,91,4,90,14,0.155556
2012,1992,2011,10,1431,144,171,3,90,25,0.277778
2013,1993,2012,1,1529,16,16,8,101,7,0.069307
2013,1993,2012,5,1529,77,103,4,101,26,0.257426
2013,1993,2012,10,1529,153,181,3,101,31,0.306931
2014,1994,2013,1,1651,17,18,8,103,9,0.087379
2014,1994,2013,5,1651,83,111,4,103,27,0.262136
2014,1994,2013,10,1651,166,200,3,103,37,0.359223
2015,1995,2014,1,1746,18,19,8,93,5,0.053763
2015,1995,2014,5,1746,88,123,4,93,30,0.322581
2015,1995,2014,10,1746,175,220,3,93,34,0.365591
2016,1996,2015,1,1855,19,22,8,93,10,0.107527
2016,1996,2015,5,1855,93,127,4,93,27,0.290323
2016,1996,2015,10,1855,186,240,3,93,35,0.376344
2017,1997,2016,1,1967,20,24,8,145,16,0.110345
2017,1997,2016,5,1967,99,136,4,145,43,0.296552
2017,1997,2016,10,1967,197,258,3,145,55,0.37931
2018,1998,2017,1,2130,22,30,8,101,15,0.148515
2018,1998,2017,5,2130,107,152,4,101,29,0.287129
2018,1998,2017,10,2130,213,279,3,101,44,0.435644
2019,1999,2018,1,2230,23,24,9,71,8,0.112676
2019,1999,2018,5,2230,112,173,4,71,16,0.225352
2019,1999,2018,10,2230,223,290,3,71,21,0.295775
2020,2000,2019,1,2250,23,35,8,87,13,0.149425
2020,2000,2019,5,2250,113,175,4,87,34,0.390805
2020,2000,2019,10,2250,225,298,3,87,39,0.448276
2021,2001,2020,1,2327,24,24,9,89,13,0.146067
2021,2001,2020,5,2327,117,184,4,89,28,0.314607
2021,2001,2020,10,2327,233,300,3,89,35,0.393258
2022,2002,2021,1,2399,24,24,9,99,9,0.090909
2022,2002,2021,5,2399,120,195,4,99,21,0.212121
2022,2002,2021,10,2399,240,313,3,99,32,0.323232
2023,2003,2022,1,2477,25,34,8,92,11,0.119565
2023,2003,2022,5,2477,124,205,4,92,26,0.282609
2023,2003,2022,10,2477,248,331,3,92,36,0.391304
2024,2004,2023,1,2586,26,26,9,100,6,0.06
2024,2004,2023,5,2586,130,216,4,100,31,0.31
2024,2004,2023,10,2586,259,336,3,100,38,0.38
2025,2005,2024,1,2666,27,37,8,124,14,0.112903
2025,2005,2024,5,2666,134,220,4,124,43,0.346774
2025,2005,2024,10,2666,267,361,3,124,52,0.419355
2026,2006,2025,1,2795,28,38,8,66,10,0.151515
2026,2006,2025,5,2795,140,220,4,66,24,0.363636
2026,2006,2025,10,2795,280,384,3,66,32,0.484848
